id,name,street,adress,pow_teryt,gmina_town,phone,url
point-26001,Bank Spółdzielczy w Krasnymstawie Punkt Kasowy w Krasnymstawie,ul. Konopnickiej 4,22-300 Krasnystaw,1424,winnica,Tel: 82 576-72-02,bskrasnystaw.pl
point-24686,Bank Spółdzielczy w Szczebrzeszynie,Plac T.Kościuszki 31,22-460 Szczebrzeszyn,1424,winnica,Tel: 84 682-11-20,bsszczebrzeszyn.pl
point-25787,Bank Spółdzielczy w Jarosławiu Filia nr 2 w Jarosławiu,ul. 3-go Maja 42,37-500 Jarosław,1424,winnica,Tel: 16 624-22-45,bsjaroslaw.pl
point-26009,Bank Spółdzielczy w Krasnymstawie Oddział w Nieliszu Punkt Kasowy w Nieliszu,Nielisz 279,22-413 Nielisz,1424,winnica,Tel: 84 631-25-11,bskrasnystaw.pl
point-25772,"Bank Spółdzielczy w Izbicy Filia nr 2 ""Okrzei"" w Krasnymstawie",ul. Okrzei 15/2,22-300 Krasnystaw,1424,winnica,Tel: 82 505-587-188,bsizbica.pl
point-26918,Bank Spółdzielczy w Żurawicy SPK w Przemyślu,ul. 3 Maja 16,37-700 Przemyśl,1424,winnica,Tel: 16 672-47-51,bszurawica.pl
point-26000,Bank Spółdzielczy w Krasnymstawie Punkt Kasowy w Krasnymstawie,ul. Sobieskiego 3,22-300 Krasnystaw,1424,winnica,Tel: 82 576-67-66,bskrasnystaw.pl
point-26006,Bank Spółdzielczy w Krasnymstawie Filia Chmielna,ul. Okrzei 23,22-300 Krasnystaw,1424,winnica,Tel: 82 576-05-37,bskrasnystaw.pl
point-26002,Bank Spółdzielczy w Krasnymstawie Punkt Kasowy w Krasnymstawie,ul. Okrzei 25,22-300 Krasnystaw,1424,winnica,Tel: 82 576-19-98,bskrasnystaw.pl
point-26053,Bank Spółdzielczy w Leżajsku Oddział w Jarosławiu,ul. Poniatowskiego 49,37-500 Jarosław,1424,winnica,Tel: 16 621-55-48,bslezajsk.pl
point-25786,Bank Spółdzielczy w Jarosławiu Filia nr 1 w Jarosławiu,ul. Poniatowskiego 65,37-500 Jarosław,1424,winnica,Tel: 16 624-11-87,bsjaroslaw.pl
point-23800,Bank Spółdzielczy w Jarosławiu,ul. Słowackiego 7,37-500 Jarosław,1424,winnica,Tel: 16 624-11-00,bsjaroslaw.pl
point-25783,Bank Spółdzielczy w Jarosławiu Oddział w Jarosławiu,ul. Słowackiego 7,37-500 Jarosław,1424,winnica,Tel: 16 621 04 31,bsjaroslaw.pl
point-26007,Bank Spółdzielczy w Krasnymstawie Oddział w Nieliszu siedziba Staw Noakowski,Staw Noakowski 100,22-413 Staw Noakowski,1424,winnica,Tel: 84 631-27-14,bskrasnystaw.pl
point-25609,Bank Spółdzielczy w Chłopicach Oddział w Rokietnicy,Rokietnica 114,37-562 Rokietnica,1424,winnica,Tel: 16 622-13-00,bschlopice.pl
point-24972,Bieszczadzki Bank Spółdzielczy w Ustrzykach Dolnych,ul. Bełska 12,38-700 Ustrzyki Dolne,1424,winnica,Tel: 13 461-12-96,bbsustrzyki.pl
point-25788,Bank Spółdzielczy w Jarosławiu Filia nr 3 w Jarosławiu,ul. Kościuszki 29A,37-500 Jarosław,1424,winnica,Tel: 16 623-08-60,bsjaroslaw.pl
point-26958,Bieszczadzki Bank Spółdzielczy w Ustrzykach Dolnych Punkt Obsługi Klienta w Starostwie Powiatowym w Ustrzykach Dolnych,ul. Bełska 22,38-700 Ustrzyki Dolne,1424,winnica,Tel: 13 461-21-23,bbsustrzyki.pl
point-25643,Bank Spółdzielczy w Cycowie Punkt Obsługi Klienta w Rejowcu Fabrycznym,ul. Hirszfelda 3,22-170 Rejowiec Fabryczny,1424,winnica,Tel: 82 566-42-63,bscycow.pl
point-26670,Bank Spółdzielczy w Szczebrzeszynie Oddział w Sułowie,Sułów 81,22-448 Sułów,1424,winnica,Tel: 84 682-62-05,bsszczebrzeszyn.pl
point-24755,Bank Spółdzielczy w Tarnogrodzie,ul. Partyzantów 9,23-420 Tarnogród,1424,winnica,Tel: 84 689-70-12,bstarnogrod.pl
point-26541,Bank Spółdzielczy w Rzeszowie Filia Adamówka,Adamówka 97,37-534 Adamówka,1424,winnica,Tel: 16 622-75-26,bs.rzeszow.pl
point-25795,Bank Spółdzielczy w Jarosławiu Oddział w Roźwienicy,Roźwienica 173,37-565 Roźwienica,1424,winnica,Tel: 16 622-58-97,bsjaroslaw.pl
point-25966,Lubelski Bank Spółdzielczy Oddział w Księżpolu,ul. Biłgorajska 10,23-415 Księżpol,1424,winnica,Tel: 84 687-74-11,lubelskibs.pl
point-25673,Bank Spółdzielczy w Dynowie Filia Krzywcza,Krzywcza 105,37-755 Krzywcza,1424,winnica,Tel: 16 671-14-33,bsdynow.pl
point-26385,Bank Spółdzielczy w Parczewie Oddział Hańsk,ul. Włodawska 3,22-205 Hańsk,1424,winnica,Tel: 82 571-40-43,bs.com.pl
point-26004,Bank Spółdzielczy w Krasnymstawie Oddział w Nieliszu Punkt Kasowy w Rudniku,Rudnik 73,22-330 Rudnik,1424,winnica,Tel: 84 684-10-38,bskrasnystaw.pl
point-25769,Bank Spółdzielczy w Izbicy Filia w Rudniku,Rudnik 64,22-330 Rudnik,1424,winnica,Tel: 84 684-11-81,bsizbica.pl
point-26382,Bank Spółdzielczy w Parczewie Oddział Włodawa,ul. 11 listopada 3,22-200 Włodawa,1424,winnica,Tel: 82 572-17-45,bs.com.pl
point-26008,Bank Spółdzielczy w Krasnymstawie Punkt Kasowy w Rudniku,Rudnik 73,22-330 Rudnik,1424,winnica,Tel: 84 684-12-92,bskrasnystaw.pl
point-25971,Lubelski Bank Spółdzielczy Filia w Majdanie Nowym,Majdan Nowy 40,23-414 Majdan Nowy,1424,winnica,Tel: 84 685-16-67,lubelskibs.pl
point-25998,Bank Spółdzielczy w Krasnymstawie Oddział w Gorzkowie,ul. Główna 11,22-315 Gorzków,1424,winnica,Tel: 84 683-83-72,bskrasnystaw.pl
point-25768,Bank Spółdzielczy w Izbicy Filia w Gorzkowie,ul. Główna 9,22-315 Gorzków,1424,winnica,Tel: 84 683-85-73,bsizbica.pl
point-26542,Bank Spółdzielczy w Rzeszowie Oddział Sieniawa,ul. Jana Pawła II 1/1,37-530 Sieniawa,1424,winnica,Tel: 16 622-79-15,bs.rzeszow.pl
point-25792,Bank Spółdzielczy w Jarosławiu Filia w Zarzeczu,ul. Księdza Stanisława Gajeckiego 4G,37-205 Zarzecze,1424,winnica,Tel: 16 640-23-00,bsjaroslaw.pl
point-26469,Bank Spółdzielczy w Przeworsku Oddział w Zarzeczu,ul. Świętego Jana Pawła II 4,37-205 Zarzecze,1424,winnica,Tel: 16 640-15-80,bsprzeworsk.pl
point-25790,Bank Spółdzielczy w Jarosławiu Filia w Pruchniku,ul. Kościelna 2,37-560 Pruchnik,1424,winnica,Tel: 16 628-98-30,bsjaroslaw.pl
point-26912,Bank Spółdzielczy w Żurawicy Oddział w Birczy,ul. Rynek 6/8,37-740 Bircza,1424,winnica,Tel: 16 672-61-40,bszurawica.pl
point-25994,Bank Spółdzielczy w Krasnymstawie Oddział w Łopienniku Nadrzecznym,Łopiennik Nadrzeczny,22-351 Łopiennik Nadrzeczny,1424,winnica,Tel: 82 577-33-38,bskrasnystaw.pl
point-26671,Bank Spółdzielczy w Szczebrzeszynie Punkt Kasowy w Gorajcu Zagroblu,Gorajec Zagroble 88,22-463 Radecznica,1424,winnica,Tel: 84 681-00-10,bsszczebrzeszyn.pl
point-23590,Bank Spółdzielczy w Biłgoraju,ul. Pocztowa 3,23-400 Biłgoraj,1424,winnica,Tel: 84 686-84-30,bsbilgoraj.pl
point-25967,Lubelski Bank Spółdzielczy Filia nr 1 w Biłgoraju,ul. Kościuszki 46,23-400 Biłgoraj,1424,winnica,Tel: 84 686-21-41,lubelskibs.pl
point-26669,Bank Spółdzielczy w Szczebrzeszynie Oddział w Radecznicy,ul. Bolesława Prusa 3A,22-463 Radecznica,1424,winnica,Tel: 84 68-18-036,bsszczebrzeszyn.pl
point-25968,Lubelski Bank Spółdzielczy Filia Nr 3 w Biłgoraju,ul. Kościuszki 86,23-400 Biłgoraj,1424,winnica,Tel: 84 543-11-12,lubelskibs.pl
point-25576,Bank Spółdzielczy w Biłgoraju Punkt Kasowy w Biłgoraju,Plac Wolności 7,23-400 Biłgoraj,1424,winnica,Tel: 84 686-80-60,bsbilgoraj.pl
point-23594,Bank Spółdzielczy w Biszczy,Biszcza 72,23-425 Biszcza,1424,winnica,Tel: 84 685-60-04,bsbiszcza.pl
point-25791,Bank Spółdzielczy w Jarosławiu Filia w Tryńczy,Tryńcza 124,37-204 Tryńcza,1424,winnica,Tel: 16 642-12-11,bsjaroslaw.pl
point-26475,Bank Spółdzielczy w Przeworsku PK w Siennowie,Siennów 227,37-205 Zarzec,1424,winnica,Tel: 16 648-88-78,bsprzeworsk.pl
point-26959,Bieszczadzki Bank Spółdzielczy w Ustrzykach Dolnych Punkt Obsługi Klienta w Polańczyku,ul. Wiejska 2,38-610 Polańczyk,1424,winnica,Tel: 13 469-26-41,bbsustrzyki.pl
point-26474,Bank Spółdzielczy w Przeworsku Punkt Kasowy w Przeworsku,ul. Misiągiewicza 26A,37-200 Przeworsk,1424,winnica,Tel: 16 648-58-10,bsprzeworsk.pl
point-26471,Bank Spółdzielczy w Przeworsku I Oddział w Przeworsku,ul. Piłsudskiego 1,37-200 Przeworsk,1424,winnica,Tel: 16 648-17-83,bsprzeworsk.pl
point-25784,Bank Spółdzielczy w Jarosławiu Oddział w Przeworsku,ul. Piłsudskiego 2,37-200 Przeworsk,1424,winnica,Tel: 16 649-05-75,bsjaroslaw.pl
point-24487,Bank Spółdzielczy w Przeworsku,ul. Krakowska 11,37-200 Przeworsk,1424,winnica,Tel: 16 648-77-28,bsprzeworsk.pl
point-26473,Bank Spółdzielczy w Przeworsku Punkt Kasowy SP ZOZ w Przeworsku,ul. Szpitalna 16,37-200 Przeworsk,1424,winnica,Tel: 16 649-04-85,bsprzeworsk.pl
point-25670,Bank Spółdzielczy w Dynowie Punkt Obsługi Klienta Pantalowice,Pantalowice 158/6,37-224 Pantalowice,1424,winnica,Tel: 16 642-36-69,bsdynow.pl
point-27119,Spółdzielczy Bank Powiatowy w Piaskach Oddział Trawniki,Trawniki 617B,21-044 Trawniki,1424,winnica,Tel: 81 585-72-05,sbppiaski.pl
point-25997,Bank Spółdzielczy w Krasnymstawie Oddział w Nieliszu Punkt Kasowy w Żółkiewce,ul. Hetmana Żółkiewskiego 25,22-335 Żółkiewka,1424,winnica,Tel: 84 683-16-66,bskrasnystaw.pl
point-26383,Bank Spółdzielczy w Parczewie Oddział Wyryki,Wyryki 145,22-205 Wyryki,1424,winnica,Tel: 82 591-30-13,bs.com.pl
point-26010,Bank Spółdzielczy w Krasnymstawie Punk Kasowy w Żółkiewce,ul. Hetmana Żółkiewskiego 25,22-335 Żółkiewka,1424,winnica,Tel: 503-877-157,bskrasnystaw.pl
point-25775,Bank Spółdzielczy w Izbicy Filia w Żółkiewce,ul. Żółkiewskiego 20,22-335 Żółkiewka,1424,winnica,Tel: 797-810-878,bsizbica.pl
point-25993,Bank Spółdzielczy w Krasnymstawie Oddział w Fajsławicach,Fajsławice 106,21-060 Fajsławice,1424,winnica,Tel: 81 585-30-40,bskrasnystaw.pl
point-25661,Bank Spółdzielczy w Dynowie Oddział Dubiecko,ul. Rynek 1,37-750 Dubiecko,1424,winnica,Tel: 16 651-10-11,bsdynow.pl
point-21842,Bank Spółdzielczy w Cycowie,ul. Chełmska 14,21-070 Cyców,1424,winnica,Tel: 82 567-70-08,bscycow.pl
point-25668,Bank Spółdzielczy w Dynowie Punkt Obsługi Klienta nr 1  Kańczuga,ul. Węgierska 39a,37-220 Kańczuga,1424,winnica,Tel: 16 622-70-68,bsdynow.pl
point-25789,Bank Spółdzielczy w Jarosławiu Filia w Kańczudze,ul. Rynek 11,37-220 Kańczuga,1424,winnica,Tel: 16 642-30-18,bsjaroslaw.pl
point-25667,Bank Spółdzielczy w Dynowie Oddział Kańczuga,ul. Rynek 22,37-220 Kańczuga,1424,winnica,Tel: 16 642-40-08,bsdynow.pl
point-26738,Bank Spółdzielczy w Tarnogrodzie Oddział w Potoku Górnym,Potok Górny 116,23-423 Potok Górny,1424,winnica,Tel: 84 685-25-05,bstarnogrod.pl
point-25506,Bank Spółdzielczy w Białej Podlaskiej Oddział w Hannie,ul. Dworska 1,22-220 Hanna,1424,winnica,Tel: 83 379-80-13,bsbialapodlaska.com
point-24942,Bank Spółdzielczy we Frampolu,ul. Rynek 16,23-440 Frampol,1424,winnica,Tel: 84 685-75-83,bsframpol.pl
point-25641,Bank Spółdzielczy w Cycowie Filia w Starym Brusie,Stary Brus 99/14,22-244 Stary Brus,1424,winnica,Tel: 82 571-01-19,bscycow.pl
point-25640,Bank Spółdzielczy w Cycowie Oddział w Urszulinie,ul. Lubelska 35,22-234 Urszulin,1424,winnica,Tel: 82 571-30-57,bscycow.pl
point-26052,Bank Spółdzielczy w Leżajsku Oddział w Grodzisku Dolnym,Grodzisko Dolne 352,37-306 Grodzisko Dolne,1424,winnica,Tel: 17 243-60-06,bslezajsk.pl
point-25996,Bank Spółdzielczy w Krasnymstawie Oddział w Turobinie,ul. Piłsudskiego 2,23-465 Turobin,1424,winnica,Tel: 84 683-33-59,bskrasnystaw.pl
point-25573,Bank Spółdzielczy w Biłgoraju Oddział w Goraju,ul. Rynek 600-lecia 8,23-450 Goraj,1424,winnica,Tel: 84 685-83-01,bsbilgoraj.pl
point-26051,Bank Spółdzielczy w Leżajsku Oddział w Kuryłówce,Kuryłówka 530,37-303 Kuryłówka,1424,winnica,Tel: 17 243-80-21,bslezajsk.pl
point-26150,Bank Spółdzielczy w Łomazach Oddział w Sławatyczach,ul. Rynek 4,21-515 Sławatycze,1424,winnica,Tel: 83 378-35-01,bslomazy.pl
point-25135,Spółdzielczy Bank Powiatowy w Piaskach Oddział Rybczewice,Rybczewice II 120B,21-065 Rybczewice,1424,winnica,Tel: 81 585-40-24,sbppiaski.pl
point-26112,Bank Spółdzielczy w Łańcucie Oddział w Gaci,Gać 354,37-207 Gać,1424,winnica,Tel: 16 641-14-80,bslancut.pl
point-25669,Bank Spółdzielczy w Dynowie Punkt Obsługi Klienta Sietesz,Sietesz 134a,37-206 Sietesz,1424,winnica,Tel: 16 642-69-11,bsdynow.pl
point-24068,Bank Spółdzielczy w Leżajsku,ul. Mickiewicza 38,37-300 Leżajsk,1424,winnica,Tel: 17 242-04-78,bslezajsk.pl
point-26904,Bank Spółdzielczy w Żołyni Punkt Obsługi Klienta w Giedlarowej,Giedlarowa 338,37-300 Leżajsk,1424,winnica,Tel: 17 240-51-50,bszolynia.pl
point-26472,Bank Spółdzielczy w Przeworsku Punkt Kasowy w Manasterzu,Manasterz 580,37-230 Manasterz,1424,winnica,Tel: 16 651-41-87,bsprzeworsk.pl
point-26470,Bank Spółdzielczy w Przeworsku Oddział w Jaworniku Polskim,Jawornik Polski 186,37-232 Jawornik Polski,1424,winnica,Tel: 16 651-40-06,bsprzeworsk.pl
point-25704,Bank Spółdzielczy w Głogowie Małopolskim Oddział w Markowej,Markowa 1208,37-120 Markowa,1424,winnica,Tel: 17 226-52-21,bsglogowmlp.pl
point-25574,Bank Spółdzielczy w Biłgoraju Punkt Kasowy w Harasiukach,ul. Długa 81,37-413 Harasiuki,1424,winnica,Tel: 15 879-13-05,bsbilgoraj.pl
point-26111,Bank Spółdzielczy w Łańcucie Punkt Obsługi Klienta w Kosinie,Kosina 211,37-112 Kosina,1424,winnica,Tel: 17 225-07-35,bslancut.pl
point-26113,Bank Spółdzielczy w Łańcucie Oddział w Białobrzegach,Białobrzegi 5,37-114 Białobrzegi,1424,winnica,Tel: 17 224-58-22,bslancut.pl
point-27120,Spółdzielczy Bank Powiatowy w Piaskach Oddział  Milejów,ul. Partyzancka 17,21-020 Milejów,1424,winnica,Tel: 81 757-40-36,sbppiaski.pl
point-27128,Spółdzielczy Bank Powiatowy w Piaskach Filia w Piaskach,ul. 3 Maja 4,21-050 Piaski,1424,winnica,Tel: 81 582-28-95,sbppiaski.pl
point-27028,Bank Spółdzielczy w Janowie Lubelskim Oddział w Dzwoli,Dzwola 125A,23-304 Dzwola,1424,winnica,Tel: 15 875-22-16,bsjl.pl
point-27026,Bank Spółdzielczy w Janowie Lubelskim Oddział w Chrzanowie,Chrzanów Trzeci 111A,23-305 Chrzanów,1424,winnica,Tel: 15 875-51-42,bsjl.pl
point-27117,Spółdzielczy Bank Powiatowy w Piaskach,ul. Lubelska 98,21-050 Piaski,1424,winnica,Tel: 81 582-10-24,sbppiaski.pl
point-27124,Spółdzielczy Bank Powiatowy w Piaskach Oddział Piaski,ul. Lubelska 98,21-050 Piaski,1424,winnica,Tel: 81 582-29-18,sbppiaski.pl
point-26139,Bank Spółdzielczy w Łęcznej Oddział w Puchaczowie,ul. Mickiewicza 22,21-013 Puchaczów,1424,winnica,Tel: 81 752 73 44,bsleczna.pl
point-27127,Spółdzielczy Bank Powiatowy w Piaskach Oddział  Wysokie,ul. Rynek Jabłonowskich 1,23-145 Wysokie,1424,winnica,Tel: 84 680-62-12,sbppiaski.pl
point-26151,Bank Spółdzielczy w Łomazach Oddział w Kodniu,ul. Rynek 17,21-509 Kodeń,1424,winnica,Tel: 83 341-70-05,bslomazy.pl
point-23677,Bank Spółdzielczy w Dynowie,ul. Mickiewicza 3,36-065 Dynów,1424,winnica,Tel: 16 652-20-23,bsdynow.pl
point-25672,Bank Spółdzielczy w Dynowie Oddział Dynów,ul. Mickiewicza 3,36-065 Dynów,1424,winnica,Tel: 16 652-10-73,bsdynow.pl
point-24921,Bank Spółdzielczy w Żołyni,ul. Kmiecie 1,37-110 Żołynia,1424,winnica,Tel: 17 224-30-09,bszolynia.pl
point-25705,Bank Spółdzielczy w Głogowie Małopolskim Punkt Kasowy w Husowie,Husów 437,37-121 Husów,1424,winnica,Tel: 17 225-08-85,bsglogowmlp.pl
point-26907,Bank Spółdzielczy w Żołyni Punkt Obsługi Klienta w Żołyni,ul. Rynek 15,37-110 Żołynia,1424,winnica,Tel: 17 224-34-23,bszolynia.pl
point-25665,Bank Spółdzielczy w Dynowie Filia Nozdrzec,Nozdrzec 234,36-245 Nozdrzec,1424,winnica,Tel: 13 439-85-15,bsdynow.pl
point-27110,Rejonowy Bank Spółdzielczy w Bychawie Oddział w Krzczonowie,ul. Partyzantów 3,23-110 Krzczonów,1424,winnica,Tel: 81 566-40-34,rbsbychawa.pl
point-26623,Nadsański Bank Spółdzielczy Oddział w Nowej Sarzynie,ul. Kościuszki 11,37-310 Nowa Sarzyna,1424,winnica,Tel: 17 241-33-39,sanbank.pl
point-26110,Bank Spółdzielczy w Łańcucie Punkt Obsługi Klienta w Handzlówce,Handzlówka 267,37-123 Handzlówka,1424,winnica,Tel: 17 226-41-19,bslancut.pl
point-26141,Bank Spółdzielczy w Łęcznej Filia nr 1 w Łęcznej,ul. Wiosenna 4,21-010 Łęczna,1424,winnica,Tel: 81 752 73 36,bsleczna.pl
point-26109,Bank Spółdzielczy w Łańcucie Punkt Obsługi Klienta w Albigowej,Albigowa 478,37-122 Albigowa,1424,winnica,Tel: 17 226-71-20,bslancut.pl
point-25675,Bank Spółdzielczy w Dynowie Punkt Obsługi Klienta Dydnia,Dydnia 224,36-204 Dydnia,1424,winnica,Tel: 13 440-20-08,bsdynow.pl
point-25955,Lubelski Bank Spółdzielczy Filia w Łęcznej,ul. Jawoszka 3/4,21-010 Łęczna,1424,winnica,Tel: 81 516-95-16,lubelskibs.pl
point-26142,Bank Spółdzielczy w Łęcznej Filia nr 2 w Łęcznej,ul. Stefanii Pawlak 6,21-010 Łęczna,1424,winnica,Tel: 81 752-02-06,bsleczna.pl
point-27112,Rejonowy Bank Spółdzielczy w Bychawie Filia w Zakrzewie,Zakrzew 28,23-155 Zakrzew,1424,winnica,Tel: 84 680-93-15,rbsbychawa.pl
point-25963,Lubelski Bank Spółdzielczy Punkt Kasowy w Łęcznej (Starostwo Powiatowe w Łęcznej),Aleja Jana Pawła II 95A,21-010 Łęczna,1424,winnica,Tel: 81 752-12-23,lubelskibs.pl
point-26622,Nadsański Bank Spółdzielczy Filia w Krzeszowie,ul. Rynek 23,37-418 Krzeszów,1424,winnica,Tel: 15 879-83-06,sanbank.pl
point-26381,Bank Spółdzielczy w Parczewie Oddział Sosnowica,ul. Wojska Polskiego 61,21-230 Sosnowica,1424,winnica,Tel: 82 591-21-27,bs.com.pl
point-24126,Bank Spółdzielczy w Łańcucie,ul. Mickiewicza 4,37-100 Łańcut,1424,winnica,Tel: 17 225-41-62,bslancut.pl
point-26115,Bank Spółdzielczy w Łańcucie Filia Podzwierzyniec,ul. Podzwierzyniec 78,37-100 Łańcut,1424,winnica,Tel: 17 225-06-11,bslancut.pl
point-27029,Bank Spółdzielczy w Janowie Lubelskim Oddział w Godziszowie,Godziszów Trzeci 121,23-302 Godziszów Trzeci,1424,winnica,Tel: 15 871-14-86,bsjl.pl
point-24156,Bank Spółdzielczy w Łęcznej,ul. Partyzancka 17,21-010 Łęczna,1424,winnica,Tel: 81 752-73-10,bsleczna.pl
point-25636,Bank Spółdzielczy w Cycowie Oddział w Ludwinie,Ludwin 17A,21-075 Ludwin,1424,winnica,Tel: 81 757-00-02,bscycow.pl
point-26905,Bank Spółdzielczy w Żołyni Punkt Obsługi Klienta w Rakszawie,Rakszawa 341,37-111 Rakszawa,1424,winnica,Tel: 17 224-93-41,bszolynia.pl
point-26114,Bank Spółdzielczy w Łańcucie Punkt Obsługi Klienta w Kraczkowej,Kraczkowa 218 A,37-124 Kraczkowa,1424,winnica,Tel: 17 226-68-41,bslancut.pl
point-25577,Bank Spółdzielczy w Błażowej Oddział w Hyżnem,Hyżne 103,36-024 Hyżne,1424,winnica,Tel: 17 229-50-08,bs-blazowa.pl
point-27118,Spółdzielczy Bank Powiatowy w Piaskach Oddział Mełgiew,ul. Kościelna 5,21-007 Mełgiew,1424,winnica,Tel: 81 759-77-45,sbppiaski.pl
point-27121,Spółdzielczy Bank Powiatowy w Piaskach Filia w Bystrzejowicach,Bystrzejowice Pierwsze,21-050 Piaski,1424,winnica,Tel: 81 581-08-90,sbppiaski.pl
point-26906,Bank Spółdzielczy w Żołyni Punkt Obsługi Klienta w Czarnej,Czarna 259,37-125 Czarna,1424,winnica,Tel: 17 224-75-37,bszolynia.pl
point-26387,Bank Spółdzielczy w Parczewie Punkt Kasowy w Kodeńcu,Kodeniec,21-211 Kodeniec,1424,winnica,Tel: 83 355-90-02,bs.com.pl
point-21019,Bank Spółdzielczy w Janowie Lubelskim,ul. Jana Zamoyskiego 53 A,23-300 Janów Lubelski,1424,winnica,Tel: 15 872-04-15,bsjl.pl
point-27031,Bank Spółdzielczy w Janowie Lubelskim Oddział w Janowie Lubelskim,ul. Jana Zamoyskiego 53A,23-300 Janów Lubelski,1424,winnica,Tel: 15 872-33-87,bsjl.pl
point-25508,Bank Spółdzielczy w Białej Podlaskiej Oddział w Tucznej,Tuczna 192,21-523 Tuczna,1424,winnica,Tel: 83 377-10-08,bsbialapodlaska.com
point-25666,Bank Spółdzielczy w Dynowie Punkt Obsługi Klienta Izdebki,Izdebki 377,36-203 Izdebki,1424,winnica,Tel: 13 439-90-07,bsdynow.pl
point-26939,Bank Spółdzielczy Ziemi Kraśnickiej w Kraśniku Oddział w Batorzu,Batorz I 51 A,23-320 Batorz,1424,winnica,Tel: 15 874-51-05,bskrasnik.pl
point-26140,Bank Spółdzielczy w Łęcznej Oddział w Uścimowie,Uścimów Stary 37,21-109 Uścimów Stary,1424,winnica,Tel: 81 852 84 53,bsleczna.pl
point-26774,Bank Spółdzielczy w Tyczynie Oddział w Chmielniku,Chmielnik 50,36-016 Chmielnik,1424,winnica,Tel: 17 229-66-34,bstyczyn.pl
point-23595,Bank Spółdzielczy w Błażowej,ul. Bankowa 2,36-030 Błażowa,1424,winnica,Tel: 17 229-71-81,bs-blazowa.pl
point-27131,Spółdzielczy Bank Powiatowy w Piaskach Filia nr 2 w Świdniku,ul. Armii Krajowej 1,21-040 Świdnik,1424,winnica,Tel: 81 745-21-86,sbppiaski.pl
point-27123,Spółdzielczy Bank Powiatowy w Piaskach Filia w Świdniku,ul. Kosynierów 12,21-040 Świdnik,1424,winnica,Tel: 81 759-15-11,sbppiaski.pl
point-26733,Bank Spółdzielczy w Tarnobrzegu Oddział w Nisku Filia w Jarocinie,Jarocin 166D,37-400 Jarocin,1424,winnica,Tel: 15 871-31-11,bstarnobrzeg.pl
point-25513,Bank Spółdzielczy w Białej Podlaskiej Filia w Terespolu,ul. Sienkiewicza 16,21-550 Terespol,1424,winnica,Tel: 83 376-11-61,bsbialapodlaska.com
point-26731,Bank Spółdzielczy w Tarnobrzegu Oddział w Rudniku,ul. Rynek 7,37-420 Rudnik nad Sanem,1424,winnica,Tel: 15 876-10-33,bstarnobrzeg.pl
point-26147,Bank Spółdzielczy w Łomazach Oddział w Terespolu,ul. Wojska Polskiego 104,21-550 Terespol,1424,winnica,Tel: 83 375-20-20,bslomazy.pl
point-26625,Nadsański Bank Spółdzielczy Filia w Rudniku,ul. Rynek 54,37-420 Rudnik n.Sanem,1424,winnica,Tel: 15 876-23-17,sanbank.pl
point-27122,Spółdzielczy Bank Powiatowy w Piaskach Oddział  Świdnik,ul. M. C. Skłodowskiej 2,21-040 Świdnik,1424,winnica,Tel: 81 751-74-06,sbppiaski.pl
point-26621,Nadsański Bank Spółdzielczy Oddział w Ulanowie,ul. Rynek 42,37-410 Ulanów,1424,winnica,Tel: 15 876-30-86,sanbank.pl
point-25805,Bank Spółdzielczy w Jasionce Punkt Kasowy w Łowisku,Łowisko 292,36-053 Kamień,1424,winnica,Tel: 17 233-01-97,bsjasionka.pl
point-25126,Rejonowy Bank Spółdzielczy w Bychawie Oddział w Jabłonnie,Jabłonna 21,23-114 Jabłonna,1424,winnica,Tel: 81 561-05-82,rbsbychawa.pl
point-27108,Rejonowy Bank Spółdzielczy w Bychawie,ul. Piłsudskiego 37,23-100 Bychawa,1424,winnica,Tel: 81 566-00-57,rbsbychawa.pl
point-27114,Rejonowy Bank Spółdzielczy w Bychawie Oddział w Bychawie,ul. Piłsudskiego 37,23-100 Bychawa,1424,winnica,Tel: 81 566-00-57,rbsbychawa.pl
point-27045,Bank Spółdzielczy w Lubartowie Punkt Kasowy w Rozkopaczewie,Rozkopaczew I nr 49,21-110 Ostrów Lubelski,1424,winnica,Tel: 81 852-20-85,bslubartow.pl
point-26380,Bank Spółdzielczy w Parczewie Oddział Dębowa Kłoda,Dębowa Kłoda 108,21-211 Dębowa Kłoda,1424,winnica,Tel: 83 355-70-04,bs.com.pl
point-25801,Bank Spółdzielczy w Jasionce Punkt Kasowy w Łące,Łąka,36-004 Łąka,1424,winnica,Tel: 17 772-17-81,bsjasionka.pl
point-26291,Bank Spółdzielczy w Niemcach Oddział w Spiczynie,Spiczyn 10C,21-077 Spiczyn,1424,winnica,Tel: 81 757-70-46,bsniemce.pl
point-27113,Rejonowy Bank Spółdzielczy w Bychawie Punkt Kasowy w Mętowie,Mętów 165,20-388 Lublin,1424,winnica,Tel: 81 759-40-17,rbsbychawa.pl
point-24630,Bank Spółdzielczy w Sokołowie Małopolskim,ul. Rynek 4,36-050 Sokołów Małopolski,1424,winnica,Tel: 17 772-92-07,bssokolow.pl
point-26613,Bank Spółdzielczy w Sokołowie Małopolskim Punkt Obsługi Klienta w Nienadówce,Nienadówka 706,36-052 Nienadówka,1424,winnica,Tel: 17 772-55-00,bssokolow.pl
point-27129,Spółdzielczy Bank Powiatowy w Piaskach Filia w Dominowie,ul. Rynek 1,20-388 Lublin,1424,winnica,Tel: 81 745-21-86,sbppiaski.pl
