id,name,position,value,club,club_abr,club_prev,country,popularity,points_prev,status,round,opponent,time,goals,assists,own_goal,penalty,penalty_won,penalty_given,penalty_lost,penalty_defended,in_stat,yellow_card,red_card,points
"1138,Lukas Hrosso, Bramkarz,""1,70"",Cracovia,CRA,Zaglebie Sosnowiec,Slowacja,0, 0,active,27,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1138,Lukas Hrosso, Bramkarz,""1,70"",Cracovia,CRA,Zaglebie Sosnowiec,Slowacja,0, 0,active,28,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1138,Lukas Hrosso, Bramkarz,""1,70"",Cracovia,CRA,Zaglebie Sosnowiec,Slowacja,0, 0,active,29,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1138,Lukas Hrosso, Bramkarz,""1,70"",Cracovia,CRA,Zaglebie Sosnowiec,Slowacja,0, 0,active,30,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,15,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,16,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,17,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,18,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,19,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,20,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,21,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,22,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,23,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,24,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,25,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,26,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,27,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,28,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,29,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1241,Tomas Huk, Obronca,""1,70"",Piast Gliwice,PIA,FC DAC 1904 Dunajska Streda,Slowacja,1, 17,active,30,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,15,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,16,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,17,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,18,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,19,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,20,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,21,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,22,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,23,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,24,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,25,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,26,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,27,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,28,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,29,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1481,Javier Ajenjo Hyjek, Pomocnik,""1,70"",Piast Gliwice,PIA,Club Atletico de Madrid,Polska,0, 0,active,30,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,15,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,16,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,17,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,18,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,19,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,20,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,21,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,22,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,23,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,24,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,25,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,26,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,27,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,28,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,29,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"382,Dominik Hladun, Bramkarz,""2,00"",Zaglebie Lubin,ZAG,Chojniczanka Chojnice,Polska,7, 46,active,30,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,15,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,16,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,17,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,18,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,19,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,20,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,21,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,22,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,23,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,24,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,25,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,26,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,27,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,28,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,29,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"765,Jesus Imaz, Pomocnik,""3,10"",Jagiellonia Bialystok,JAG,Wisla Krakow,Hiszpania,24, 77,active,30,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,15,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,16,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,17,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,18,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,19,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,20,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,21,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,22,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,23,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,24,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,25,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,26,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,27,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,28,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,29,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1475,Mikael Ishak, Napastnik,""4,00"",Lech Poznan,LPO,1.FC Nürnberg VfL,Szwecja,20, 60,active,30,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,15,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,16,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,17,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,18,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,19,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,20,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,21,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,22,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,23,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,24,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,25,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,26,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,27,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,28,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,29,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1535,Robert Ivanov, Obronca,""1,70"",Warta Poznan,WAR,FC Honka,Finlandia,0, 16,active,30,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,15,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,16,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,17,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,18,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,19,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,20,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,21,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,22,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,23,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,24,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,25,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,26,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,27,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,28,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,29,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"388,Jaroslaw Jach, Obronca,""1,80"",Rakow Czestochowa,RCZ,Sheriff Tiraspol,Polska,8, 0,active,30,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,15,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,16,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,17,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,18,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,19,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,20,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,21,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,22,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,23,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,24,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,25,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,26,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,27,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,28,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,29,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1460,Michal Jakobowski, Pomocnik,""1,70"",Warta Poznan,WAR,Bytovia Bytow,Polska,0, 34,active,30,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,15,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,16,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,17,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,18,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,19,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,20,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,21,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,22,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,23,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,24,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,25,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,26,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,27,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1491,Patryk Janasik, Pomocnik,""1,40"",Slask Wroclaw,SLA,Odra Opole,Polska,0, 6,active,28,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
